iter	Passed	Remaining
391	54854	644822
392	54996	644709
393	55141	644618
394	55284	644520
395	55440	644562
396	55567	644275
397	55702	644075
398	55825	643739
399	55967	643630
400	56115	643575
401	56249	643369
402	56401	643371
403	56560	643448
404	56691	643206
405	56822	642966
406	56960	642802
407	57112	642798
408	57258	642720
409	57388	642472
410	57531	642363
411	57664	642152
412	57808	642056
413	57946	641891
414	58087	641758
415	58212	641455
416	58350	641299
417	58476	640999
418	58616	640858
419	58758	640751
420	58893	640553
421	59023	640301
422	59167	640209
423	59314	640149
424	59459	640062
425	59602	639953
426	59735	639742
427	59870	639548
428	59997	639271
429	60136	639128
430	60280	639031
431	60432	639017
432	60556	638714
433	60692	638528
434	60838	638452
435	60986	638400
436	61123	638230
437	61273	638199
438	61422	638155
439	61574	638135
440	61710	637959
441	61847	637786
442	62002	637803
443	62140	637638
444	62292	637620
445	62430	637464
446	62578	637407
447	62709	637170
448	62856	637106
449	62996	636960
450	63137	636835
451	63262	636540
452	63414	636529
453	63550	636341
454	63696	636263
455	63833	636095
456	63978	636008
457	64124	635928
458	64243	635576
459	64388	635490
460	64539	635456
461	64673	635256
462	64824	635227
463	64955	634998
464	65080	634714
465	65231	634674
466	65385	634670
467	65535	634625
468	65679	634532
469	65828	634470
470	65953	634192
471	66101	634122
472	66249	634066
473	66399	634014
474	66548	633959
475	66697	633910
476	66850	633885
477	66999	633829
478	67149	633782
479	67295	633700
480	67430	633506
481	67577	633433
482	67702	633147
483	67856	633142
484	67999	633022
485	68128	632779
486	68266	632623
487	68414	632550
488	68563	632495
489	68698	632305
490	68837	632152
491	68991	632140
492	69131	632001
493	69270	631844
494	69403	631641
495	69545	631515
496	69682	631349
497	69836	631336
498	69981	631236
499	70124	631119
500	70262	630956
501	70411	630900
502	70554	630785
503	70684	630548
504	70843	630576
505	70982	630425
506	71121	630270
507	71267	630179
508	71400	629978
509	71534	629786
510	71692	629798
511	71815	629511
512	71976	629549
513	72125	629481
514	72270	629382
515	72394	629101
516	72528	628911
517	72672	628798
518	72800	628552
519	72953	628520
520	73098	628424
521	73249	628370
522	73400	628326
523	73523	628038
524	73655	627829
525	73805	627767
526	73955	627713
527	74105	627648
528	74231	627388
529	74393	627428
530	74539	627342
531	74669	627109
532	74796	626859
533	74947	626803
534	75078	626589
535	75216	626427
536	75374	626433
537	75511	626270
538	75662	626218
539	75808	626119
540	75958	626062
541	76108	625996
542	76246	625840
543	76398	625797
544	76543	625692
545	76687	625576
546	76840	625544
547	76990	625474
548	77137	625386
549	77273	625213
550	77408	625031
551	77561	624985
552	77704	624870
553	77847	624748
554	77999	624694
555	78137	624535
556	78282	624435
557	78445	624472
558	78578	624271
559	78726	624184
560	78876	624125
561	79023	624033
562	79170	623939
563	79324	623906
564	79482	623905
565	79618	623725
566	79762	623610
567	79897	623424
568	80033	623251
569	80175	623119
570	80326	623060
571	80476	622991
572	80619	622866
573	80750	622648
574	80886	622472
575	81026	622330
576	81179	622281
577	81327	622198
578	81464	622027
579	81621	622009
580	81764	621891
581	81910	621785
582	82048	621626
583	82187	621475
584	82338	621412
585	82478	621260
586	82635	621242
587	82774	621088
588	82924	621022
589	83065	620882
590	83279	621284
591	83429	621214
592	83578	621131
593	83728	621055
594	83885	621033
595	84021	620856
596	84138	620538
597	84252	620203
598	84406	620151
599	84555	620075
600	84686	619859
601	84832	619753
602	84981	619675
603	85163	619832
604	85307	619714
605	85463	619681
606	85609	619573
607	85757	619482
608	85894	619315
609	86027	619114
610	86167	618970
611	86309	618836
612	86461	618774
613	86585	618504
614	86730	618397
615	86862	618186
616	87011	618106
617	87157	617996
618	87317	617994
619	87461	617871
620	87610	617789
621	87754	617669
622	87897	617537
623	88033	617363
624	88188	617317
625	88321	617119
626	88455	616930
627	88605	616855
628	88748	616723
629	88891	616594
630	89044	616536
631	89193	616448
632	89347	616401
633	89479	616196
634	89620	616051
635	89772	615984
636	89922	615905
637	90050	615674
638	90185	615491
639	90333	615394
640	90477	615276
641	90606	615053
642	90741	614867
643	90883	614735
644	91027	614613
645	91177	614531
646	91306	614311
647	91458	614238
648	91601	614114
649	91737	613937
650	91880	613809
651	92009	613581
652	92144	613405
653	92290	613296
654	92419	613072
655	92566	612971
656	92689	612710
657	92845	612666
658	92978	612472
659	93109	612262
660	93249	612119
661	93401	612045
662	93526	611800
663	93655	611582
664	93802	611481
665	93948	611367
666	94098	611288
667	94248	611206
668	94401	611143
669	94545	611021
670	94681	610846
671	94828	610737
672	94990	610731
673	95139	610643
674	95294	610590
675	95464	610635
676	95618	610573
677	95779	610560
678	95918	610406
679	96087	610441
680	96236	610345
681	96387	610264
682	96523	610088
683	96667	609965
684	96809	609829
685	96955	609714
686	97099	609590
687	97257	609557
688	97415	609517
689	97549	609331
690	97681	609131
691	97831	609040
692	97977	608928
693	98120	608802
694	98266	608684
695	98418	608610
696	98565	608504
697	98682	608210
698	98835	608144
699	98967	607943
700	99114	607838
701	99229	607532
702	99376	607426
703	99520	607303
704	99650	607087
705	99787	606919
706	99931	606795
707	100070	606640
708	100189	606366
709	100330	606224
710	100468	606062
711	100613	605940
712	100751	605783
713	100904	605707
714	101052	605610
715	101190	605444
716	101321	605246
717	101471	605154
718	101613	605015
719	101751	604853
720	101885	604673
721	102026	604528
722	102171	604410
723	102316	604288
724	102460	604161
725	102578	603887
726	102723	603765
727	102850	603541
728	102986	603367
729	103130	603245
730	103273	603108
731	103400	602887
732	103552	602807
733	103686	602625
734	103832	602512
735	103982	602418
736	104131	602322
737	104286	602260
738	104441	602197
739	104624	602298
740	104910	602987
741	105182	603593
742	105394	603854
743	105623	604213
744	105819	604376
745	106033	604646
746	106302	605227
747	106542	605639
748	106760	605927
749	106942	606005
750	107104	605972
751	107280	606021
752	107548	606586
753	107736	606696
754	107910	606726
755	108082	606746
756	108221	606584
757	108388	606572
758	108574	606674
759	108735	606631
760	108921	606727
761	109084	606694
762	109236	606601
763	109405	606599
764	109566	606556
765	109726	606502
766	109885	606449
767	110040	606370
768	110210	606370
769	110394	606450
770	110574	606512
771	110737	606472
772	110890	606385
773	111075	606464
774	111233	606401
775	111402	606395
776	111574	606410
777	111738	606375
778	111874	606189
779	112039	606160
780	112239	606322
781	112400	606270
782	112582	606334
783	112716	606137
784	112875	606074
785	113042	606059
786	113206	606022
787	113390	606090
788	113575	606169
789	113749	606184
790	113912	606141
791	114084	606145
792	114263	606185
793	114436	606195
794	114620	606264
795	114798	606295
796	114978	606342
797	115152	606356
798	115334	606410
799	115492	606335
800	115669	606362
801	115842	606365
802	116013	606363
803	116192	606398
804	116363	606392
805	116525	606338
806	116691	606304
807	116863	606301
808	117034	606296
809	117182	606165
810	117368	606235
811	117518	606118
812	117676	606042
813	117859	606095
814	118045	606159
815	118243	606285
816	118432	606369
817	118611	606397
818	118798	606467
819	118954	606378
820	119127	606376
821	119282	606278
822	119455	606275
823	119609	606174
824	119806	606295
825	119992	606355
826	120189	606467
827	120333	606320
828	120510	606330
829	120696	606392
830	120870	606390
831	121045	606389
832	121201	606296
833	121354	606189
834	121544	606264
835	121780	606569
836	121980	606697
837	122136	606601
838	122323	606659
839	122510	606718
840	122651	606550
841	122828	606557
842	123011	606595
843	123150	606413
844	123310	606338
845	123446	606144
846	123619	606129
847	123759	605952
848	123900	605782
849	124070	605757
850	124217	605616
851	124410	605700
852	124592	605728
853	124748	605629
854	124958	605792
855	125143	605832
856	125304	605758
857	125469	605705
858	125644	605698
859	125810	605646
860	125968	605554
861	126142	605542
862	126319	605544
863	126495	605537
864	126681	605579
865	126848	605534
866	127001	605419
867	127159	605326
868	127333	605310
869	127495	605237
870	127670	605227
871	127832	605153
872	128004	605125
873	128139	604924
874	128278	604740
875	128436	604648
876	128599	604577
877	128783	604608
878	128957	604587
879	129124	604537
880	129256	604322
881	129416	604235
882	129551	604036
883	129704	603919
884	129857	603802
885	130001	603639
886	130177	603631
887	130366	603681
888	130514	603540
889	130661	603394
890	130814	603271
891	130959	603117
892	131103	602957
893	131265	602881
894	131445	602886
895	131657	603037
896	131848	603093
897	132042	603160
898	132205	603088
899	132358	602965
900	132545	603002
901	132689	602841
902	132868	602838
903	133036	602786
904	133196	602695
905	133361	602630
906	133523	602549
907	133690	602488
908	133833	602323
909	134011	602313
910	134152	602138
911	134322	602092
912	134471	601956
913	134647	601936
914	134823	601918
915	134977	601799
916	135164	601830
917	135367	601930
918	135553	601952
919	135722	601900
920	135910	601932
921	136055	601772
922	136214	601674
923	136380	601609
924	136575	601668
925	136756	601671
926	136941	601683
927	137106	601615
928	137296	601652
929	137555	601990
930	137723	601932
931	137922	602004
932	138198	602415
933	138477	602837
934	138743	603202
935	139158	604208
936	139332	604170
937	139479	604015
938	139633	603887
939	139790	603776
940	139941	603639
941	140096	603516
942	140272	603482
943	140417	603318
944	140575	603210
945	140755	603196
946	140915	603096
947	141072	602981
948	141246	602939
949	141412	602864
950	141576	602781
951	141733	602663
952	141897	602580
953	142049	602443
954	142212	602355
955	142380	602288
956	142555	602248
957	142704	602101
958	142881	602067
959	143040	601964
960	143201	601861
961	143365	601777
962	143530	601694
963	143680	601550
964	143853	601502
965	143991	601307
966	144134	601132
967	144303	601065
968	144470	600993
969	144616	600829
970	144752	600625
971	144916	600538
972	145099	600529
973	145243	600358
974	145395	600222
975	145562	600147
976	145749	600154
977	145898	600005
978	146065	599928
979	146237	599872
980	146374	599674
981	146526	599536
982	146662	599332
983	146816	599201
984	146980	599114
985	147182	599180
986	147368	599178
987	147551	599167
988	147708	599046
989	147880	598992
990	148044	598901
991	148202	598783
992	148366	598694
993	148555	598704
994	148721	598621
995	148897	598580
996	149056	598468
997	149245	598476
998	149405	598369
999	149568	598274
1000	149739	598211
1001	149921	598189
1002	150118	598230
1003	150290	598169
1004	150471	598141
1005	150658	598140
1006	150828	598069
1007	151032	598134
1008	151203	598068
1009	151365	597967
1010	151555	597977
1011	151706	597833
1012	151876	597760
1013	152053	597718
1014	152231	597678
1015	152385	597544
1016	152544	597430
1017	152705	597321
1018	152886	597293
1019	153059	597231
1020	153229	597160
1021	153391	597057
1022	153559	596976
1023	153705	596810
1024	153868	596711
1025	154011	596532
1026	154196	596517
1027	154372	596467
1028	154520	596306
1029	154673	596170
1030	154842	596091
1031	155005	595991
1032	155184	595949
1033	155384	595990
1034	155544	595876
1035	155713	595798
1036	155890	595751
1037	156042	595605
1038	156201	595491
1039	156368	595404
1040	156519	595256
1041	156692	595192
1042	156864	595124
1043	157027	595019
1044	157192	594926
1045	157338	594757
1046	157465	594518
1047	157632	594431
1048	157784	594287
1049	157938	594150
1050	158063	593904
1051	158227	593805
1052	158372	593633
1053	158509	593433
1054	158674	593337
1055	158829	593203
1056	158982	593064
1057	159148	592969
1058	159319	592897
1059	159485	592806
1060	159642	592676
1061	159815	592612
1062	159963	592452
1063	160106	592272
1064	160247	592088
1065	160410	591985
1066	160547	591782
1067	160706	591664
1068	160864	591542
1069	161024	591427
1070	161148	591180
1071	161312	591076
1072	161498	591058
1073	161649	590909
1074	161800	590759
1075	161940	590572
1076	162085	590400
1077	162242	590272
1078	162395	590131
1079	162581	590111
1080	162776	590121
1081	162964	590106
1082	163131	590015
1083	163299	589926
1084	163465	589830
1085	163656	589824
1086	163817	589711
1087	163985	589625
1088	164146	589510
1089	164313	589419
1090	164465	589271
1091	164608	589091
1092	164797	589079
1093	164980	589042
1094	165116	588839
1095	165290	588771
1096	165455	588669
1097	165615	588551
1098	165799	588518
1099	165957	588396
1100	166105	588234
1101	166240	588028
1102	166399	587904
1103	166545	587735
1104	166699	587597
1105	166868	587510
1106	167010	587326
1107	167147	587127
1108	167320	587053
1109	167494	586983
1110	167657	586875
1111	167813	586743
1112	167968	586606
1113	168107	586415
1114	168252	586243
1115	168404	586095
1116	168565	585981
1117	168718	585836
1118	168874	585703
1119	169021	585538
1120	169158	585340
1121	169304	585170
1122	169477	585096
1123	169650	585023
1124	169815	584918
1125	169976	584803
1126	170129	584658
1127	170287	584533
1128	170451	584427
1129	170581	584205
1130	170727	584035
1131	170892	583934
1132	171049	583803
1133	171196	583639
1134	171375	583581
1135	171530	583444
1136	171691	583327
1137	171902	583379
1138	172160	583592
1139	172420	583808
1140	172662	583964
1141	172834	583882
1142	173086	584072
1143	173280	584065
1144	173482	584083
1145	173663	584030
1146	173861	584035
1147	174085	584125
1148	174260	584054
1149	174486	584151
1150	174725	584290
1151	174909	584245
1152	175093	584202
1153	175295	584216
1154	175464	584122
1155	175630	584018
1156	175815	583974
1157	175994	583911
1158	176155	583791
1159	176380	583879
1160	176540	583755
1161	176716	583682
1162	176891	583605
1163	177084	583587
1164	177264	583526
1165	177434	583434
1166	177593	583302
1167	177761	583202
1168	177951	583176
1169	178114	583057
1170	178280	582951
1171	178442	582830
1172	178662	582900
1173	178880	582962
1174	179038	582828
1175	179219	582767
1176	179382	582651
1177	179548	582541
1178	179729	582481
1179	179907	582413
1180	180060	582260
1181	180230	582165
1182	180409	582097
1183	180584	582017
1184	180762	581946
1185	180938	581871
1186	181085	581701
1187	181246	581574
1188	181383	581372
1189	181527	581193
1190	181704	581118
1191	181871	581012
1192	182047	580935
1193	182192	580759
1194	182364	580665
1195	182528	580549
1196	182673	580374
1197	182825	580220
1198	182992	580111
1199	183152	579982
1200	183340	579942
1201	183492	579786
1202	183630	579589
1203	183795	579476
1204	183967	579382
1205	184137	579284
1206	184309	579194
1207	184494	579141
1208	184669	579059
1209	184833	578940
1210	185025	578912
1211	185180	578765
1212	185352	578672
1213	185492	578480
1214	185653	578352
1215	185820	578243
1216	185980	578113
1217	186133	577962
1218	186297	577844
1219	186473	577761
1220	186633	577629
1221	186788	577485
1222	186942	577335
1223	187126	577277
1224	187280	577130
1225	187451	577032
1226	187612	576904
1227	187771	576770
1228	187930	576637
1229	188107	576555
1230	188270	576435
1231	188426	576291
1232	188580	576141
1233	188735	575994
1234	188887	575840
1235	189085	575823
1236	189301	575861
1237	189498	575842
1238	189664	575728
1239	189832	575621
1240	190001	575517
1241	190157	575373
1242	190309	575216
1243	190461	575060
1244	190629	574949
1245	190798	574845
1246	190974	574760
1247	191144	574658
1248	191292	574490
1249	191467	574402
1250	191623	574257
1251	191788	574141
1252	191947	574003
1253	192099	573846
1254	192268	573740
1255	192405	573539
1256	192554	573375
1257	192728	573284
1258	192897	573178
1259	193055	573037
1260	193201	572861
1261	193351	572701
1262	193523	572603
1263	193705	572533
1264	193864	572398
1265	194000	572193
1266	194155	572046
1267	194304	571879
1268	194480	571794
1269	194631	571633
1270	194791	571501
1271	194962	571400
1272	195128	571282
1273	195303	571193
1274	195469	571078
1275	195637	570966
1276	195804	570854
1277	195957	570700
1278	196125	570589
1279	196296	570487
1280	196437	570296
1281	196581	570116
1282	196731	569954
1283	196893	569826
1284	197054	569695
1285	197224	569590
1286	197376	569430
1287	197552	569344
1288	197739	569287
1289	197894	569137
1290	198067	569040
1291	198259	568998
1292	198445	568937
1293	198605	568803
1294	198773	568690
1295	198921	568521
1296	199066	568344
1297	199226	568208
1298	199371	568031
1299	199512	567843
1300	199694	567770
1301	199833	567576
1302	199999	567457
1303	200164	567336
1304	200322	567196
1305	200482	567060
1306	200652	566954
1307	200811	566817
1308	200961	566654
1309	201117	566506
1310	201287	566400
1311	201439	566241
1312	201593	566088
1313	201767	565993
1314	201905	565795
1315	202038	565585
1316	202179	565397
1317	202312	565186
1318	202467	565037
1319	202614	564864
1320	202771	564721
1321	202923	564562
1322	203083	564428
1323	203228	564250
1324	203391	564124
1325	203549	563983
1326	203683	563773
1327	203850	563659
1328	204007	563514
1329	204162	563364
1330	204303	563178
1331	204451	563007
1332	204599	562839
1333	204730	562626
1334	204876	562451
1335	205027	562289
1336	205165	562096
1337	205323	561953
1338	205487	561828
1339	205629	561645
1340	205788	561507
1341	205942	561353
1342	206088	561180
1343	206271	561106
1344	206417	560933
1345	206584	560817
1346	206727	560634
1347	206883	560488
1348	207041	560348
1349	207183	560162
1350	207346	560035
1351	207476	559819
1352	207638	559688
1353	207781	559505
1354	207940	559366
1355	208072	559157
1356	208237	559034
1357	208397	558896
1358	208578	558819
1359	208732	558667
1360	208886	558514
1361	209018	558304
1362	209161	558121
1363	209323	557992
1364	209478	557841
1365	209646	557727
1366	209800	557574
1367	209961	557442
1368	210125	557315
1369	210290	557193
1370	210453	557063
1371	210584	556851
1372	210745	556718
1373	210890	556541
1374	211072	556463
1375	211228	556316
1376	211387	556177
1377	211530	555997
1378	211691	555863
1379	211838	555692
1380	212001	555562
1381	212147	555391
1382	212309	555257
1383	212484	555161
1384	212634	554999
1385	212781	554828
1386	212933	554671
1387	213079	554497
1388	213237	554355
1389	213383	554183
1390	213536	554028
1391	213683	553858
1392	213848	553734
1393	214016	553617
1394	214191	553519
1395	214338	553349
1396	214505	553229
1397	214661	553083
1398	214820	552943
1399	214967	552773
1400	215143	552677
1401	215291	552510
1402	215442	552349
1403	215610	552232
1404	215748	552038
1405	215915	551919
1406	216075	551784
1407	216226	551622
1408	216365	551432
1409	216535	551320
1410	216675	551132
1411	216831	550985
1412	216994	550855
1413	217153	550716
1414	217334	550631
1415	217483	550467
1416	217629	550294
1417	217785	550147
1418	217936	549986
1419	218109	549880
1420	218269	549744
1421	218451	549661
1422	218629	549568
1423	218778	549404
1424	218945	549284
1425	219120	549183
1426	219257	548990
1427	219407	548825
1428	219578	548716
1429	219731	548560
1430	219891	548421
1431	220068	548328
1432	220234	548203
1433	220394	548066
1434	220570	547968
1435	220715	547791
1436	220888	547687
1437	221041	547531
1438	221189	547363
1439	221324	547162
1440	221508	547084
1441	221652	546907
1442	221813	546772
1443	221959	546599
1444	222094	546398
1445	222256	546266
1446	222410	546111
1447	222568	545970
1448	222742	545864
1449	222915	545758
1450	223083	545640
1451	223246	545508
1452	223409	545377
1453	223570	545241
1454	223710	545053
1455	223869	544914
1456	224019	544751
1457	224179	544610
1458	224334	544459
1459	224478	544282
1460	224638	544145
1461	224775	543951
1462	224938	543818
1463	225086	543651
1464	225244	543508
1465	225409	543381
1466	225560	543220
1467	225713	543065
1468	225868	542914
1469	226037	542797
1470	226176	542609
1471	226345	542489
1472	226486	542307
1473	226622	542111
1474	226792	541995
1475	226941	541830
1476	227104	541699
1477	227254	541535
1478	227432	541439
1479	227595	541308
1480	227755	541170
1481	227887	540962
1482	228043	540814
1483	228192	540649
1484	228366	540543
1485	228519	540389
1486	228665	540215
1487	228808	540037
1488	228962	539884
1489	229105	539704
1490	229281	539604
1491	229427	539430
1492	229584	539284
1493	229767	539199
1494	229923	539052
1495	230085	538916
1496	230235	538753
1497	230434	538704
1498	230612	538607
1499	230760	538441
1500	230926	538314
1501	231094	538193
1502	231237	538016
1503	231385	537848
1504	231555	537732
1505	231703	537563
1506	231860	537418
1507	232010	537254
1508	232167	537108
1509	232327	536968
1510	232488	536831
1511	232648	536692
1512	232813	536563
1513	232970	536417
1514	233094	536194
1515	233236	536013
1516	233391	535862
1517	233551	535722
1518	233710	535580
1519	233873	535446
1520	234034	535310
1521	234191	535162
1522	234340	534997
1523	234499	534854
1524	234641	534675
1525	234788	534506
1526	234946	534360
1527	235118	534249
1528	235282	534117
1529	235423	533933
1530	235580	533788
1531	235723	533609
1532	235889	533483
1533	236043	533329
1534	236196	533173
1535	236358	533037
1536	236520	532902
1537	236657	532710
1538	236792	532513
1539	236956	532383
1540	237108	532225
1541	237262	532070
1542	237399	531880
1543	237561	531743
1544	237721	531603
1545	237870	531439
1546	238011	531255
1547	238169	531111
1548	238302	530912
1549	238449	530743
1550	238601	530585
1551	238763	530448
1552	238932	530328
1553	239066	530131
1554	239213	529961
1555	239382	529840
1556	239536	529686
1557	239682	529517
1558	239828	529345
1559	239997	529226
1560	240160	529091
1561	240297	528901
1562	240451	528747
1563	240588	528555
1564	240759	528439
1565	240897	528252
1566	241057	528111
1567	241198	527929
1568	241331	527730
1569	241469	527541
1570	241616	527373
1571	241772	527224
1572	241941	527102
1573	242099	526958
1574	242250	526798
1575	242406	526649
1576	242561	526499
1577	242729	526374
1578	242895	526248
1579	243046	526087
1580	243192	525916
1581	243334	525738
1582	243488	525584
1583	243646	525440
1584	243776	525234
1585	243937	525096
1586	244086	524931
1587	244240	524779
1588	244368	524568
1589	244499	524367
1590	244645	524197
1591	244796	524037
1592	244959	523902
1593	245110	523743
1594	245244	523547
1595	245368	523330
1596	245539	523213
1597	245696	523065
1598	245837	522885
1599	245993	522736
1600	246172	522636
1601	246330	522491
1602	246498	522366
1603	246671	522254
1604	246875	522207
1605	247056	522109
1606	247257	522056
1607	247467	522021
1608	247658	521944
1609	247838	521845
1610	248019	521750
1611	248194	521639
1612	248347	521484
1613	248520	521369
1614	248691	521250
1615	248863	521134
1616	249021	520989
1617	249174	520832
1618	249332	520687
1619	249490	520542
1620	249659	520419
1621	249816	520272
1622	249985	520148
1623	250130	519976
1624	250295	519844
1625	250458	519708
1626	250604	519538
1627	250740	519346
1628	250900	519205
1629	251048	519039
1630	251173	518824
1631	251353	518725
1632	251520	518596
1633	251689	518474
1634	251860	518354
1635	252035	518244
1636	252179	518070
1637	252356	517963
1638	252518	517823
1639	252672	517670
1640	252825	517514
1641	252953	517307
1642	253104	517146
1643	253263	517002
1644	253425	516864
1645	253567	516687
1646	253715	516519
1647	253877	516381
1648	254028	516221
1649	254182	516067
1650	254348	515938
1651	254503	515786
1652	254649	515614
1653	254779	515411
1654	254945	515283
1655	255078	515085
1656	255212	514891
1657	255376	514757
1658	255551	514645
1659	255690	514461
1660	255830	514279
1661	255982	514120
1662	256137	513969
1663	256293	513819
