iter	Logloss
1511	0.5427139495
1512	0.5426560632
1513	0.5426303673
1514	0.5426155456
1515	0.5425428379
1516	0.5425131736
1517	0.5423976781
1518	0.5423569407
1519	0.5423090355
1520	0.5422525326
1521	0.5422205001
1522	0.5421506498
1523	0.5421047964
1524	0.5420589457
1525	0.5419871409
1526	0.5419347154
1527	0.5418646271
1528	0.541822462
1529	0.541727694
1530	0.5417065149
1531	0.5416754052
1532	0.5416472926
1533	0.5415821807
1534	0.5415527397
1535	0.5414921785
1536	0.5414187574
1537	0.5413785555
1538	0.5413313512
1539	0.5412911411
1540	0.5412191051
1541	0.5411927889
1542	0.541175293
1543	0.5411024504
1544	0.5410517461
1545	0.5410414659
1546	0.5409599561
1547	0.5409014507
1548	0.5408132377
1549	0.5407296219
1550	0.5406632114
1551	0.5406212504
1552	0.5405579007
1553	0.5404645596
1554	0.5404316278
1555	0.5403828466
1556	0.5403397516
1557	0.5402666819
1558	0.5402129943
1559	0.5401957981
1560	0.5401419902
1561	0.5401003219
1562	0.5400581004
1563	0.54001103
1564	0.53995117
1565	0.539861017
1566	0.5398021089
1567	0.5397045349
1568	0.5396837737
1569	0.5396582242
1570	0.5395756557
1571	0.53953887
1572	0.5394994481
1573	0.5394344385
1574	0.5393824796
1575	0.5393418615
1576	0.5393181379
1577	0.5393094299
1578	0.5392513395
1579	0.5391802018
1580	0.5391112927
1581	0.5390572379
1582	0.538972897
1583	0.5389380964
1584	0.5389094692
1585	0.5388381462
1586	0.5388096829
1587	0.5387229001
1588	0.5387001568
1589	0.5386274726
1590	0.5385959087
1591	0.5385653129
1592	0.5385372396
1593	0.5384799049
1594	0.5383976028
1595	0.5383784515
1596	0.5383488335
1597	0.5383286261
1598	0.5382726666
1599	0.5382270713
1600	0.538152823
1601	0.5380972579
1602	0.5380391339
1603	0.5379835063
1604	0.5379283855
1605	0.5379084024
1606	0.5378798841
1607	0.537796619
1608	0.5377526716
1609	0.5377098132
1610	0.5376765297
1611	0.5376113992
1612	0.5375915457
1613	0.5375237776
1614	0.5374466121
1615	0.5374167467
1616	0.5373670554
1617	0.5373410214
1618	0.5372723324
1619	0.5372105998
1620	0.5371494742
1621	0.537073525
1622	0.5370468593
1623	0.5370053176
1624	0.5369963336
1625	0.5369731606
1626	0.5369251647
1627	0.5368457933
1628	0.5368089278
1629	0.5367424313
1630	0.5367114379
1631	0.536679591
1632	0.5366182181
1633	0.5365818358
1634	0.5365309169
1635	0.536482254
1636	0.5364539083
1637	0.5364046776
1638	0.5363402823
1639	0.5362852191
1640	0.5362263268
1641	0.5362008001
1642	0.5361315912
1643	0.5360845405
1644	0.5359929956
1645	0.5359564708
1646	0.5359181638
1647	0.5358304296
1648	0.5357744086
1649	0.535709003
1650	0.535672426
1651	0.5356419763
1652	0.5355322238
1653	0.5354482841
1654	0.5354039789
1655	0.5353772319
1656	0.5353373591
1657	0.5353041622
1658	0.535200134
1659	0.5351426312
1660	0.5351104857
1661	0.5350702113
1662	0.5350254959
1663	0.5349229896
1664	0.5348757672
1665	0.5348204164
1666	0.5347751035
1667	0.5346965011
1668	0.5346383884
1669	0.5346016449
1670	0.5345761793
1671	0.5344926124
1672	0.5344511594
1673	0.53439506
1674	0.5342929046
1675	0.5341955024
1676	0.5341817505
1677	0.5341240722
1678	0.534083382
1679	0.5340722484
1680	0.5340524514
1681	0.5339702444
1682	0.5339236052
1683	0.5339032638
1684	0.5338661461
1685	0.5338106579
1686	0.5337608272
1687	0.5336757294
1688	0.5335908552
1689	0.533540557
1690	0.5335059409
1691	0.5334113622
1692	0.533341723
1693	0.5333102158
1694	0.5332100844
1695	0.5331508952
1696	0.533088612
1697	0.5330325304
1698	0.5330145313
1699	0.5329196377
1700	0.5328610482
1701	0.5327612787
1702	0.5326541783
1703	0.5326352416
1704	0.5325870313
1705	0.5325435237
1706	0.5325031693
1707	0.5324688928
1708	0.532423857
1709	0.5323896245
1710	0.5323484489
1711	0.5322816485
1712	0.5322727985
1713	0.5322105369
1714	0.5321660919
1715	0.5320960761
1716	0.5320589183
1717	0.5320392405
1718	0.5320138537
1719	0.5319531984
1720	0.5318630682
1721	0.5318390637
1722	0.5317849854
1723	0.5317514587
1724	0.5316700774
1725	0.5316191891
1726	0.5315650671
1727	0.5315368303
1728	0.5315014793
1729	0.5314509429
1730	0.5314328726
1731	0.5313862704
1732	0.5313168417
1733	0.5312895418
1734	0.5312053127
1735	0.5311658145
1736	0.5311431411
1737	0.5310978368
1738	0.5309928883
1739	0.5309492242
1740	0.5308931287
1741	0.5308290871
1742	0.5308097766
1743	0.5308018516
1744	0.5307566996
1745	0.5306609395
1746	0.5306017949
1747	0.5305614171
1748	0.5305241723
1749	0.5304621231
1750	0.5304285135
1751	0.5304038758
1752	0.5303470064
1753	0.5303143413
1754	0.5302693416
1755	0.5301949081
1756	0.5301015408
1757	0.5300143033
1758	0.529969303
1759	0.5299221715
1760	0.5298902805
1761	0.5298421676
1762	0.5298256102
1763	0.5297543096
1764	0.5296870268
1765	0.5296766324
1766	0.5296512263
1767	0.5295761668
1768	0.5294954637
1769	0.5294594679
1770	0.529431871
1771	0.529406499
1772	0.5293315512
1773	0.529249858
1774	0.5291751545
1775	0.5291579529
1776	0.5290829369
1777	0.5290462119
1778	0.5289900801
1779	0.5289562254
1780	0.5289294869
1781	0.5288970338
1782	0.5288515225
1783	0.5287759177
1784	0.5287162553
1785	0.5286672053
1786	0.5286236236
1787	0.5285725294
1788	0.5285091526
1789	0.5284705911
1790	0.5284396085
1791	0.5284161979
1792	0.5283812762
1793	0.5283379423
1794	0.5282892335
1795	0.5282334017
1796	0.5282133351
1797	0.5280860367
1798	0.5280357853
1799	0.5279897584
1800	0.5279157359
1801	0.5278922013
1802	0.5278755856
1803	0.5278395166
1804	0.5277398033
1805	0.5277280196
1806	0.5276566048
1807	0.5276452294
1808	0.5276051044
