iter	Logloss
150	0.6394076103
151	0.6393445058
152	0.6392016563
153	0.6390889835
154	0.6390009766
155	0.6388435482
156	0.6388342103
157	0.6387324809
158	0.6386259462
159	0.6385518584
160	0.6384235323
161	0.6382322178
162	0.6380921341
163	0.6379952857
164	0.6378694435
165	0.6377382862
166	0.6376390683
167	0.6375524885
168	0.6374605998
169	0.6373817846
170	0.6372714116
171	0.6372256089
172	0.6371098412
173	0.6369986909
174	0.6369390548
175	0.636863299
176	0.6367612382
177	0.6366818807
178	0.6365293193
179	0.6364303553
180	0.6363375875
181	0.6362306143
182	0.63614557
183	0.6360970039
184	0.6359810478
185	0.6359001273
186	0.6358533363
187	0.6357733272
188	0.6357033712
189	0.6355946168
190	0.6355553656
191	0.6354875549
192	0.635433084
193	0.6353167794
194	0.6351410403
195	0.6350793142
196	0.6349742768
197	0.6349033323
198	0.6348466576
199	0.634692831
200	0.6346095597
201	0.6344786704
202	0.6344089629
203	0.6342766823
204	0.6341476259
205	0.6340931939
206	0.6340356808
207	0.6339565224
208	0.6339090271
209	0.6337797466
210	0.6336831534
211	0.6336635132
212	0.6336091303
213	0.6334694262
214	0.6334293792
215	0.6332779876
216	0.6332010669
217	0.6331406792
218	0.6330718007
219	0.6330015223
220	0.6329000657
221	0.6327830386
222	0.6326811026
223	0.6325348458
224	0.6324315631
225	0.6323504853
226	0.6322450208
227	0.6321508058
228	0.6320366834
229	0.6318963492
230	0.6318087141
231	0.6317425238
232	0.6317093114
233	0.6316407026
234	0.6315711204
235	0.6314924778
236	0.6313589729
237	0.6312687599
238	0.6310859586
239	0.6310265553
240	0.6309226704
241	0.6308791814
242	0.6308011521
243	0.6306617751
244	0.6305576027
245	0.6305006443
246	0.6304444366
247	0.630371607
248	0.6302768271
249	0.6302457889
250	0.6302080109
251	0.630127531
252	0.6300469791
253	0.6299698613
254	0.6299156796
255	0.6298497916
256	0.6296949272
257	0.6296292442
258	0.6295768888
259	0.6295366489
260	0.6294650693
261	0.6294246892
262	0.6293801658
263	0.6293584499
264	0.6293059301
265	0.6292677714
266	0.6292142206
267	0.6291374295
268	0.6290853113
269	0.6290538321
270	0.6290122119
271	0.6289268756
272	0.6288642633
273	0.628821923
274	0.628733479
275	0.6286511028
276	0.6285988074
277	0.6285156284
278	0.6284847398
279	0.6284212398
280	0.6283263949
281	0.6283062155
282	0.6282466179
283	0.6281239109
284	0.6280259909
285	0.6279000912
286	0.6277659928
287	0.6277157974
288	0.6276566043
289	0.6275804641
290	0.6275147187
291	0.6274740994
292	0.6274005206
293	0.6273153357
294	0.6272462241
295	0.6272002056
296	0.6271353225
297	0.6270050578
298	0.6269463297
299	0.6268939314
300	0.6268006347
301	0.6267288714
302	0.6266374111
303	0.6266081378
304	0.6264658715
305	0.6264184236
306	0.6262967323
307	0.6262590512
308	0.6262537594
309	0.6261909803
310	0.6260777823
311	0.6260370073
312	0.6259537501
313	0.6258963606
314	0.6257888098
315	0.6257464555
316	0.6256543964
317	0.6256055463
318	0.6254791134
319	0.6253955931
320	0.6252870574
321	0.6252169655
322	0.6251085902
323	0.6250838498
324	0.6249338408
325	0.6248347852
326	0.6247325795
327	0.6246435571
328	0.6245812063
329	0.6244672886
330	0.6243970117
331	0.6242918305
332	0.6241880677
333	0.6240781793
334	0.6239417971
335	0.6238482135
336	0.623720927
337	0.6235969841
338	0.623550061
339	0.6234802072
340	0.6234240339
341	0.623355376
342	0.6232956324
343	0.6231806559
344	0.6231412932
345	0.6229955333
346	0.6228685847
347	0.6227865576
348	0.6227039134
349	0.6225935248
350	0.6225514726
351	0.6225074729
352	0.622413557
353	0.6223807099
354	0.6223642543
355	0.6222399555
356	0.6221230656
357	0.6220971515
358	0.6220666387
359	0.6220016145
360	0.6219364179
361	0.6218517512
362	0.6217732889
363	0.6216919881
364	0.6216585188
365	0.6215031358
366	0.6214240788
367	0.6213214802
368	0.6212367013
369	0.6210872594
370	0.6210280133
371	0.6209553585
372	0.6208603359
373	0.6208053668
374	0.620731545
375	0.6206178174
376	0.6205529274
377	0.6204673561
378	0.620406541
379	0.6203697028
380	0.6202544971
381	0.6202306081
382	0.6201664617
383	0.6200748303
384	0.6199591609
385	0.6198559056
386	0.6197260147
387	0.6196711708
388	0.619509451
389	0.6194796074
390	0.6193800683
391	0.6192691862
392	0.6191827457
393	0.6190859348
394	0.6189493782
395	0.6188587705
396	0.6187193035
397	0.6185879536
398	0.6184825298
399	0.6184505283
400	0.6183564783
401	0.6182499995
402	0.6181528822
403	0.6180547091
404	0.6179466997
405	0.6179054519
406	0.6178390894
407	0.617788561
408	0.6176676008
409	0.6175337921
410	0.6174859643
411	0.6173670297
412	0.6173000092
413	0.6172210858
414	0.6171336983
415	0.6170345907
416	0.6169196915
417	0.6167061302
418	0.6166221225
419	0.6165657567
420	0.6164315556
421	0.6163605396
422	0.6162288253
423	0.6160766848
424	0.6160060442
425	0.6158813981
426	0.6157676254
427	0.6156997504
428	0.6156008632
429	0.615541476
430	0.6153682972
431	0.6151829104
432	0.6150578371
433	0.6148934246
434	0.6147928146
435	0.6147067496
436	0.6146289012
437	0.6145295773
438	0.6144312795
439	0.6142953188
440	0.6141130197
441	0.6140300861
442	0.613920997
443	0.6138415443
444	0.6137667155
445	0.6136509069
446	0.6134871463
447	0.6134485637
448	0.6133825723
449	0.6132398238
450	0.6131830809
451	0.6129958742
452	0.6129397659
453	0.612789139
454	0.6127098444
455	0.6126400326
456	0.6125367294
457	0.6123730846
458	0.6122294485
459	0.612207981
460	0.6121185073
461	0.6120000939
462	0.6118766104
463	0.6118611994
464	0.6117274733
465	0.6116312633
466	0.6115535708
467	0.6114071883
468	0.6112146823
469	0.6110302547
470	0.6108858225
471	0.6107883856
472	0.6106395993
473	0.6105778456
474	0.6104950334
475	0.610436263
476	0.6103060359
477	0.6102412412
478	0.6101652046
479	0.6100909696
480	0.6099645179
481	0.609830182
482	0.6097484408
483	0.6096561699
484	0.6095533234
485	0.6094197786
486	0.6093315086
487	0.6092952191
488	0.6091909522
489	0.6091059285
490	0.6090311014
491	0.6089448968
492	0.6088539479
493	0.60871871
494	0.6086126
495	0.608506438
496	0.608473413
497	0.6084088417
498	0.608304129
499	0.6082397641
500	0.6081855988
501	0.6080790943
502	0.6079527478
503	0.6078506402
504	0.6077681485
505	0.6077064302
506	0.6076500788
507	0.6075753784
508	0.6075047786
509	0.6074184917
510	0.6073090183
511	0.6072308251
512	0.607162496
513	0.6070814728
514	0.6070234283
515	0.6069871479
516	0.6069255663
517	0.6068639945
518	0.6067429233
519	0.6066156918
520	0.6064663648
521	0.606407009
522	0.6063315757
523	0.6062270987
524	0.6061436815
525	0.6060993789
526	0.6059824002
527	0.6058930107
528	0.6058181471
529	0.6057400706
530	0.6056164652
531	0.6055909291
532	0.6055289671
533	0.6054589166
534	0.6053323059
535	0.6052289827
536	0.6051520465
537	0.605007924
538	0.6049578056
539	0.6048782071
540	0.604770082
541	0.6046793653
542	0.6045115398
543	0.604395168
544	0.6043551591
545	0.6042552982
546	0.6041601274
547	0.6040998269
548	0.6039178315
549	0.6038302528
550	0.6037670149
551	0.6037326332
552	0.6036772568
553	0.6035964286
554	0.6035256443
555	0.6034901999
556	0.6034027753
557	0.6033142516
558	0.6032336834
559	0.6031732685
560	0.6031061334
561	0.6030529782
562	0.6029810176
563	0.6029637562
564	0.6028766211
565	0.6027669113
566	0.6027261795
567	0.6026574527
568	0.6025280504
569	0.6023999969
570	0.6023118124
571	0.6022350913
572	0.6021825112
573	0.6021245509
574	0.6020957175
575	0.6019218529
576	0.6018547286
577	0.6017067152
578	0.6016392258
579	0.6015016858
580	0.6013864514
581	0.6013132192
582	0.6012602993
583	0.601212261
584	0.601145262
585	0.6010897117
586	0.6009949031
587	0.600919842
588	0.6008331154
589	0.6008120094
590	0.6007592825
591	0.600652157
592	0.6006218201
593	0.6005558757
594	0.600490584
595	0.6004328852
596	0.6003707448
597	0.6003420332
598	0.6002645472
599	0.6001609008
600	0.6000510553
601	0.5999961088
602	0.5999710123
603	0.5998586575
604	0.5997408098
605	0.5997091755
606	0.5996183677
607	0.5995264749
608	0.5994410956
609	0.5993418735
610	0.5992367518
611	0.5991962679
612	0.5991029794
613	0.5989787948
614	0.5988703805
615	0.5988257916
616	0.5987418017
617	0.5986967406
618	0.5986577772
619	0.5985666872
620	0.5985226217
621	0.5984601291
622	0.5984159171
623	0.598324332
624	0.5981986039
625	0.5981574126
626	0.5980221757
627	0.5979414291
628	0.5978739056
629	0.5978173101
630	0.5977372959
631	0.5976701142
632	0.5976277233
633	0.5974765917
634	0.5973821191
635	0.5973074199
636	0.5972743799
637	0.5971632285
638	0.5970950499
639	0.5970225506
640	0.5969028023
641	0.5967818884
642	0.5966877395
643	0.5966365241
644	0.5965787732
645	0.5964914448
646	0.5964605044
647	0.5963740836
648	0.5963345543
649	0.5962681314
650	0.5962025451
651	0.5961429163
652	0.5960962372
653	0.5960046705
654	0.5958781765
655	0.5958173221
656	0.5957186944
657	0.5955866112
658	0.5955151033
659	0.5954563985
660	0.5953329634
661	0.595274177
662	0.5952171022
663	0.5951436881
664	0.5950982633
665	0.5950330897
666	0.5949581641
667	0.5948544421
668	0.5947809572
669	0.5946884085
670	0.5946103977
671	0.5945068043
672	0.5944553813
673	0.5944043678
674	0.5943386453
675	0.5942642663
676	0.5942423881
677	0.5941617006
678	0.5940338313
679	0.5939851422
680	0.5939294568
681	0.5938323229
682	0.5937328246
683	0.5936945101
684	0.5936205937
685	0.5934694948
686	0.5933168274
687	0.5932529923
688	0.5931540117
689	0.5931164379
690	0.5930420891
691	0.5930059254
692	0.5929565146
693	0.5928634322
694	0.5927974429
695	0.5927260572
696	0.5926903714
697	0.5926434856
698	0.5925566067
699	0.5925194531
700	0.5924022331
701	0.5923535231
702	0.5922850625
703	0.5921765738
704	0.592107127
705	0.5920787455
706	0.591960174
707	0.5919028989
708	0.5918631244
709	0.5918251599
710	0.5917760555
711	0.5917370267
712	0.5917007778
713	0.5916626872
714	0.5916109415
715	0.5915769577
716	0.5915494238
717	0.5914551998
718	0.5913234354
719	0.5912176139
720	0.5910872203
721	0.5910263031
722	0.5909768098
723	0.5909153729
724	0.5908495592
725	0.5907856645
726	0.5906804435
727	0.5905125881
728	0.590443649
729	0.5903953112
730	0.5902955415
731	0.5902326963
732	0.5901429896
733	0.590112039
734	0.5899821508
735	0.5899159907
736	0.5898446009
737	0.5897830648
738	0.5897105229
739	0.5896763602
740	0.5895400447
741	0.5895093744
742	0.589444726
743	0.5893848379
744	0.5893362285
745	0.5892610809
746	0.5892246683
747	0.5891676929
748	0.5890791628
749	0.5889827366
750	0.5889286183
751	0.5888342133
752	0.588808719
753	0.5887506229
754	0.5886862913
755	0.5886280936
756	0.5885851007
757	0.5884952815
758	0.5884043345
759	0.5883216894
760	0.5882809091
761	0.5881704929
762	0.5881489402
763	0.5880138055
764	0.5879572647
765	0.5879263181
766	0.5878840338
767	0.5878648156
768	0.5878060181
769	0.5877400764
770	0.5876345859
771	0.5875577196
772	0.5873993911
773	0.5873531396
774	0.5872538211
775	0.5872086984
776	0.5871375691
777	0.5870988217
778	0.5869766987
779	0.5869191928
780	0.5868129458
781	0.5867244107
782	0.5866645818
783	0.586636259
784	0.5865214402
785	0.5864770966
786	0.586398649
787	0.5863321613
788	0.5862528936
789	0.5862318555
790	0.5861569308
791	0.5861118824
792	0.5860475501
793	0.5859747898
794	0.5859327272
795	0.5859048616
796	0.5858122416
797	0.5857842643
798	0.5857458851
799	0.5857128108
800	0.585605083
801	0.5855775203
802	0.5855267293
803	0.5854565573
804	0.5853564738
805	0.5852472477
806	0.5851873952
807	0.5851643863
808	0.585091851
809	0.5850242307
810	0.5849488287
811	0.584880062
812	0.5847956668
813	0.584689919
814	0.5846666872
815	0.5845847451
816	0.5845356694
817	0.5844862925
818	0.5843964118
819	0.5843077791
820	0.5842393973
821	0.5841416731
822	0.5840847048
823	0.5840577266
824	0.5839875856
825	0.5839262163
826	0.5838499483
827	0.5837838536
828	0.5836950565
829	0.5836337352
830	0.58356649
831	0.5835084911
832	0.5834669522
833	0.5834123377
834	0.5833087767
835	0.5832206455
836	0.5831615481
837	0.5831215019
838	0.5830291689
839	0.5829937974
840	0.5829200463
841	0.5828437353
842	0.5827675453
843	0.5826706601
844	0.5826286475
845	0.5826109942
846	0.5825900824
847	0.5825312057
848	0.5824851959
849	0.5823870155
850	0.5823507459
851	0.5823077485
852	0.5822270887
853	0.5821425534
854	0.5820978067
855	0.5820079324
856	0.5819794525
857	0.5819072177
858	0.5818377106
859	0.5817955654
860	0.5817358891
861	0.5816948433
862	0.5816252735
863	0.5815757243
864	0.5815369718
865	0.5814185805
866	0.5813841879
867	0.581237281
868	0.581165392
869	0.5810971034
870	0.5810639706
871	0.581010064
872	0.5809578517
873	0.5808603196
874	0.5807910402
875	0.580679779
876	0.580634026
877	0.5805794507
878	0.580523855
879	0.5804268319
880	0.580311464
881	0.5802221497
882	0.5801917426
883	0.580112425
884	0.5800677013
885	0.5799842123
886	0.5798951814
887	0.5798240802
888	0.5797851334
889	0.5797528783
890	0.5796508932
891	0.5795876491
892	0.5795073385
893	0.5794548371
894	0.5793940432
895	0.5793056655
896	0.5792278676
897	0.5791687889
898	0.579114511
899	0.5790127457
900	0.5789384674
901	0.5788669099
902	0.5787969116
903	0.5787745241
904	0.5786815307
905	0.5786539608
906	0.5786138945
907	0.5785190638
908	0.5784737992
909	0.5783876896
910	0.5783284475
911	0.5782388634
912	0.5781984348
913	0.5781229507
914	0.5780702204
915	0.5779704787
916	0.5779233211
917	0.5778412921
918	0.5777605233
919	0.5776842492
920	0.5776230735
921	0.5775882804
922	0.5775205049
923	0.577455593
924	0.5773281061
925	0.5772658513
926	0.5771958274
927	0.5771282039
928	0.5770765502
929	0.5769686684
930	0.5768858744
931	0.5768115646
932	0.5767522529
933	0.5766359269
934	0.5765914843
935	0.5764786599
936	0.5764044701
937	0.5763750015
938	0.5763506438
939	0.5762233879
940	0.5761353097
941	0.5760883227
942	0.5760243114
943	0.5760062288
944	0.5758691598
945	0.5757728727
946	0.575752827
947	0.5756373374
948	0.575562182
949	0.575445415
950	0.5753213271
951	0.5752723633
952	0.5751829368
953	0.5751618202
954	0.5750926557
955	0.5750112385
956	0.5749548389
957	0.5748952708
958	0.5748144301
959	0.5747170948
960	0.5746441882
961	0.574537501
962	0.5744929468
963	0.5744510474
964	0.5743527269
965	0.5743196013
966	0.5742935778
967	0.5742279505
968	0.5741673094
969	0.5741141006
970	0.5740105995
971	0.5739511269
972	0.5738369423
973	0.5737280597
974	0.5736247914
975	0.5735445855
976	0.5734717365
977	0.5734398443
978	0.5733709248
979	0.5733169345
980	0.5732864795
981	0.5731579063
982	0.5731311433
983	0.5730972666
984	0.5730555703
985	0.5730315804
986	0.5729728146
987	0.5729166871
988	0.5728235899
989	0.5727370375
990	0.5726895778
991	0.5726574088
992	0.5725808519
993	0.5724888338
994	0.5724429051
995	0.5723761441
996	0.5722888844
997	0.5722513739
998	0.5722013678
999	0.5721548373
1000	0.5720437679
1001	0.5719451758
1002	0.5718705538
1003	0.5718032418
1004	0.5717039207
1005	0.5716669228
1006	0.5716147958
1007	0.5715639844
1008	0.5715459242
1009	0.5714707165
1010	0.571391223
1011	0.5713691718
1012	0.5713406176
1013	0.5712548294
1014	0.5712005852
1015	0.5711262552
1016	0.5710606201
1017	0.5710138486
1018	0.5709824718
1019	0.5709189853
1020	0.5708602358
1021	0.5707140617
1022	0.5706856702
1023	0.5706326692
1024	0.5705716822
1025	0.5705413953
1026	0.5704899404
1027	0.5703982978
1028	0.570343808
1029	0.5703043869
1030	0.5702302403
1031	0.5701734823
1032	0.5700632543
1033	0.5700159627
1034	0.5700000154
1035	0.569910675
1036	0.5698558735
1037	0.5698016787
1038	0.5697289974
1039	0.5696970592
1040	0.5696676592
1041	0.5695794724
1042	0.5695087361
1043	0.5694538054
1044	0.5693592582
1045	0.5692637701
1046	0.5691866918
1047	0.5691508673
1048	0.5690553191
1049	0.5690436688
1050	0.5688990966
1051	0.5688051659
1052	0.5687555801
1053	0.5687230373
1054	0.5686545455
1055	0.5685720017
1056	0.5684371742
1057	0.5683601401
1058	0.5683301573
1059	0.5682753313
1060	0.5682005883
1061	0.5681318711
1062	0.5681130639
1063	0.5680409865
1064	0.5679486062
1065	0.5678937557
1066	0.5678578537
1067	0.5677895155
1068	0.5676998714
1069	0.567615688
1070	0.5675408157
1071	0.5674483433
1072	0.5674197948
1073	0.567317548
1074	0.567234972
1075	0.5671972737
1076	0.5671055089
1077	0.5670211563
1078	0.5669671011
1079	0.5669346102
1080	0.5668576903
1081	0.5668250672
1082	0.5668033693
1083	0.5667590056
1084	0.5667117708
1085	0.5665692067
1086	0.5665270622
1087	0.5664306273
1088	0.566368654
1089	0.5663121879
1090	0.5662953013
1091	0.5662484359
1092	0.5662246327
1093	0.5661578392
1094	0.566137056
1095	0.5660457962
1096	0.5660180612
1097	0.5659979237
1098	0.5659319837
1099	0.565913188
1100	0.5658689004
1101	0.5658500864
1102	0.5657848727
1103	0.5657329155
1104	0.5656979253
1105	0.5656285211
1106	0.565534991
1107	0.5654877245
1108	0.5654296104
1109	0.5653753917
1110	0.5653062559
1111	0.5652410069
1112	0.5651931811
1113	0.5650922012
1114	0.5650781774
1115	0.5650144541
1116	0.5649891458
1117	0.5649580704
1118	0.5649084139
1119	0.5647941483
1120	0.5647477406
1121	0.5646830587
1122	0.564634853
1123	0.5645935874
1124	0.5645618755
1125	0.564413233
1126	0.5643731552
1127	0.5642948446
1128	0.5642336106
1129	0.5641358836
1130	0.5641124799
1131	0.564079926
1132	0.5640424215
1133	0.5639416131
1134	0.5638466224
1135	0.5637843132
1136	0.5637077763
1137	0.5636747506
1138	0.5635306889
1139	0.5634830988
1140	0.5634188956
1141	0.5632845684
1142	0.563219524
1143	0.5631670696
1144	0.5631098854
1145	0.5630793721
1146	0.5630415942
1147	0.5630017906
1148	0.5629287703
1149	0.5628987429
1150	0.5628583048
1151	0.5627709711
1152	0.5627165166
1153	0.5627059897
1154	0.5626686675
1155	0.5626161092
1156	0.5625347325
1157	0.5624939916
1158	0.5624419636
1159	0.5623823578
1160	0.5623251575
1161	0.5623030708
1162	0.5622332426
1163	0.5621605537
1164	0.5621001162
1165	0.5620274936
1166	0.5619428153
1167	0.5619075249
1168	0.5618017252
1169	0.5617432866
1170	0.5617004153
1171	0.5616453308
1172	0.5615869345
1173	0.5614756189
1174	0.5614416374
1175	0.5613786257
1176	0.5613001197
1177	0.5612482946
1178	0.5611815319
1179	0.5611550978
1180	0.5610823095
1181	0.5609973936
1182	0.5609281883
1183	0.5608806412
1184	0.5608102013
1185	0.5607813162
1186	0.5607596782
1187	0.5607194045
1188	0.560644985
1189	0.5606069604
1190	0.56052143
1191	0.560502136
1192	0.5604568687
1193	0.5603811707
1194	0.5603626851
1195	0.5603011097
1196	0.5602673563
1197	0.5602208428
1198	0.5601552672
1199	0.5601105946
1200	0.5600392309
1201	0.5599925927
1202	0.5599702037
1203	0.5599183469
1204	0.5598715436
1205	0.559766785
1206	0.5596951759
1207	0.5596676195
1208	0.5595473076
1209	0.5594884512
1210	0.5594603025
1211	0.5594277887
1212	0.5593796936
1213	0.5593287234
1214	0.5592356175
1215	0.5591907248
1216	0.5591329006
1217	0.5590862032
1218	0.5590061433
1219	0.5589213392
1220	0.5588054448
1221	0.5587019137
1222	0.5586460608
1223	0.5586207824
1224	0.5585693707
1225	0.5584807009
1226	0.5584250335
1227	0.5583763583
1228	0.5583345256
1229	0.5582809579
1230	0.5582584501
1231	0.5582028507
1232	0.5581157624
1233	0.5580148475
1234	0.5579505246
1235	0.5578711639
1236	0.5578554507
1237	0.5578073921
1238	0.5577191406
1239	0.5576569281
1240	0.5575643971
1241	0.5575088246
1242	0.5574712881
1243	0.5574156517
1244	0.5573451337
1245	0.5573094109
1246	0.5572893296
1247	0.5572502358
1248	0.5571837054
1249	0.5571264632
1250	0.5571003722
1251	0.5570623261
1252	0.557040076
1253	0.5570239044
1254	0.5569508698
1255	0.5569361678
1256	0.5568842963
1257	0.5568326487
1258	0.5567647523
1259	0.5566948778
1260	0.5566535793
1261	0.5565593049
1262	0.5564992479
1263	0.556434263
1264	0.5563939216
1265	0.5563417612
1266	0.5563020337
1267	0.5562624481
1268	0.5561995329
1269	0.5561234116
1270	0.5560623667
1271	0.5560335206
1272	0.5559815685
1273	0.5559250469
1274	0.5558404624
1275	0.5558184649
1276	0.5557678434
1277	0.5557057151
1278	0.5556511267
1279	0.5555790848
1280	0.5555691337
1281	0.5555109102
1282	0.5554257201
1283	0.555359511
1284	0.5553164162
1285	0.5552636989
1286	0.5552044877
1287	0.5551343782
1288	0.5551181823
1289	0.5550646151
1290	0.5550236834
1291	0.5549391506
1292	0.5548764156
1293	0.5548208206
1294	0.5547413388
1295	0.5546320664
1296	0.5545390658
1297	0.5544875319
1298	0.5544682918
1299	0.5544441213
1300	0.554421561
1301	0.554370157
1302	0.554309879
1303	0.5542299455
1304	0.5541776044
1305	0.5540809747
1306	0.5540413577
1307	0.5540030701
1308	0.5539442216
1309	0.5538902722
1310	0.5538265496
1311	0.5537714331
1312	0.5536842563
1313	0.5536105401
1314	0.5535747468
1315	0.5534919582
1316	0.5534717959
1317	0.553432859
1318	0.5533685962
1319	0.5533483922
1320	0.5532591989
1321	0.5532335664
1322	0.5531524366
1323	0.553114158
1324	0.5530463372
1325	0.5530180243
1326	0.5529778873
1327	0.5529528161
1328	0.55289982
1329	0.5527915409
1330	0.5527554101
1331	0.552686582
1332	0.5526272643
1333	0.5526104162
1334	0.5525401168
1335	0.5524897178
1336	0.5524167749
1337	0.552353253
1338	0.5522817145
1339	0.5522226627
1340	0.5521760341
1341	0.5521562607
1342	0.5520432482
1343	0.5519905469
1344	0.5519642283
1345	0.5519120303
1346	0.5518335771
1347	0.5517457201
1348	0.5516462017
1349	0.5516015959
1350	0.5515421216
1351	0.5515236673
1352	0.5514776141
1353	0.5514513464
1354	0.5513698524
1355	0.5513120064
1356	0.5512773486
1357	0.5512443182
1358	0.5511628302
1359	0.5511447528
1360	0.5510578349
1361	0.5510342151
1362	0.550993639
1363	0.5508515933
1364	0.5507365328
1365	0.5506614316
1366	0.5505806616
1367	0.5505523069
1368	0.5505195279
1369	0.5504369428
1370	0.5503891504
1371	0.5503098229
1372	0.5502706776
1373	0.5501756283
1374	0.5501547851
1375	0.550127067
1376	0.5500811944
1377	0.5499772509
1378	0.5499178521
1379	0.5498868406
1380	0.5498231726
1381	0.5497566725
1382	0.5497106885
1383	0.5496799298
1384	0.5496248224
1385	0.5495252261
1386	0.5494742554
1387	0.5493897926
1388	0.5493491825
1389	0.54926961
1390	0.5492106567
1391	0.5491208505
1392	0.5490342308
1393	0.5489837888
1394	0.5489401075
1395	0.5488243545
1396	0.5487706442
1397	0.5487021842
1398	0.5486622538
1399	0.5486084935
1400	0.5485857133
1401	0.5485394679
1402	0.5484836454
1403	0.5484027365
1404	0.5483642432
1405	0.5483200111
1406	0.5482822029
1407	0.548205599
1408	0.5481329227
1409	0.5480885215
1410	0.5480153864
1411	0.5479500222
1412	0.5479267862
1413	0.5478801197
1414	0.5478448786
1415	0.5478105533
1416	0.5476936005
1417	0.5476080762
1418	0.5475236064
1419	0.5474936015
1420	0.547457767
1421	0.5474135086
1422	0.5473777179
1423	0.547331525
1424	0.5472868904
1425	0.5472526432
1426	0.5472091944
1427	0.5471405319
1428	0.5470522927
1429	0.5469973167
1430	0.5469553117
1431	0.5469011223
1432	0.5468477277
1433	0.5467990445
1434	0.546744293
1435	0.5466887666
1436	0.5466691524
1437	0.5465912864
1438	0.5465503811
1439	0.5464299295
1440	0.5463964177
1441	0.5463551805
1442	0.546278824
1443	0.5462356889
1444	0.5462193794
1445	0.5461664839
1446	0.546115054
1447	0.5460674035
1448	0.5459972921
1449	0.5459184035
1450	0.5458547076
1451	0.5458017891
1452	0.5457861878
1453	0.5457350719
1454	0.545649556
1455	0.5456092501
1456	0.5455878862
1457	0.5455026659
1458	0.5454869467
1459	0.5454323899
1460	0.5453955731
1461	0.5452908995
1462	0.5452152813
1463	0.5451575611
1464	0.5450933831
1465	0.5450374908
1466	0.5450074238
1467	0.544948179
1468	0.5448684725
1469	0.5448173143
1470	0.5447622821
1471	0.544736699
1472	0.5447203269
1473	0.5446761164
1474	0.5446279432
1475	0.544592007
1476	0.5445141602
1477	0.544449847
1478	0.5444008554
1479	0.5443654023
1480	0.5443178315
1481	0.5442875833
1482	0.5442644535
1483	0.5442238239
1484	0.5441800452
1485	0.5441681291
1486	0.5441379318
1487	0.5441135603
1488	0.5440627936
1489	0.5439789459
1490	0.5439236204
1491	0.5438809702
1492	0.543787004
1493	0.5436807478
1494	0.543655009
1495	0.5436296747
1496	0.543564407
1497	0.5434895967
1498	0.5434603847
1499	0.5433936849
1500	0.5433250561
1501	0.5432966127
1502	0.5432293457
1503	0.5431764467
1504	0.5431537835
1505	0.543064707
1506	0.5430431465
1507	0.5429529611
1508	0.5428841811
1509	0.5428220477
1510	0.5427490729
